Customer ID,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score,RFM_Segment_Code,Segment
C13145,12,799.793802248239,42,3,4,3,10,343,Loyal
C13146,11,902.6938925369172,64,3,4,3,10,343,Loyal
C13147,9,491.6976554065317,41,3,2,1,6,321,Potential Loyalists
C13148,11,779.3821788733525,74,2,4,3,9,243,At Risk
C13149,13,1235.4482649869346,29,4,5,4,13,454,Champions
C13150,7,1279.6223332094612,128,1,1,5,7,115,Potential Loyalists
C13151,10,1166.6079633623306,4,5,3,4,12,534,Loyal
C13152,13,899.4969789102065,5,5,5,3,13,553,Loyal
C13153,13,1106.9588402741772,63,3,5,4,12,354,Loyal
C13154,14,869.262243966339,34,4,5,3,12,453,Loyal
C13155,6,547.022950833938,37,3,1,1,5,311,Lost
C13156,15,2180.473476585465,84,2,5,5,12,255,At Risk
C13157,13,1187.3636304709137,83,2,5,4,11,254,At Risk
C13158,8,863.7596489105845,4,5,2,3,10,523,Potential Loyalists
C13159,13,956.7432008692754,169,1,5,3,9,153,At Risk
C13160,11,1000.8557352350462,176,1,4,4,9,144,At Risk
C13161,15,1199.872450091375,13,5,5,4,14,554,Champions
C13162,5,696.906587583204,80,2,1,2,5,212,Lost
C13163,14,1507.0543769162748,103,2,5,5,12,255,At Risk
C13164,11,984.0373585477896,30,4,4,3,11,443,Loyal
C13165,15,1618.0059966392985,135,1,5,5,11,155,At Risk
C13166,10,453.9294336445745,129,1,3,1,5,131,Lost
C13167,11,769.6438367074513,96,2,4,3,9,243,At Risk
C13168,7,438.248452844745,107,2,1,1,4,211,Lost
C13169,13,1104.2297566490606,47,3,5,4,12,354,Loyal
C13170,17,1416.064002192631,22,4,5,5,14,455,Champions
C13171,13,732.1460636911696,18,4,5,2,11,452,Loyal
C13172,8,566.450678871026,86,2,2,2,6,222,Lost
C13173,11,1825.4139986659352,47,3,4,5,12,345,Loyal
C13174,6,607.0437379459431,8,5,1,2,8,512,Potential Loyalists
C13175,13,596.3799433803264,107,2,5,2,9,252,Loyal
C13176,7,381.0250289784524,187,1,1,1,3,111,Lost
C13177,5,408.46089650668546,98,2,1,1,4,211,Lost
C13178,8,497.617672659646,15,5,2,1,8,521,Potential Loyalists
C13179,7,701.0273651414102,4,5,1,2,8,512,Potential Loyalists
C13180,18,1549.2537619417915,14,5,5,5,15,555,Champions
C13181,14,1399.908707377068,169,1,5,5,11,155,At Risk
C13182,6,510.1111283508879,327,1,1,1,3,111,Lost
C13183,9,454.9042815849567,47,3,2,1,6,321,Potential Loyalists
C13184,8,673.8397531890233,54,3,2,2,7,322,Potential Loyalists
C13185,11,962.5296446825541,154,1,4,3,8,143,At Risk
C13186,8,650.3747515428303,97,2,2,2,6,222,Lost
C13187,13,1299.0947594492695,254,1,5,5,11,155,At Risk
C13188,8,708.6558609369297,52,3,2,2,7,322,Potential Loyalists
C13189,10,1157.2129849703879,122,1,3,4,8,134,At Risk
C13190,15,1354.0090535518964,107,2,5,5,12,255,At Risk
C13191,7,577.267429095292,138,1,1,2,4,112,Lost
C13192,9,505.0200859962869,12,5,2,1,8,521,Potential Loyalists
C13193,16,1623.735312201922,11,5,5,5,15,555,Champions
C13194,12,882.8114090800588,63,3,4,3,10,343,Loyal
C13195,10,714.6820604868432,88,2,3,2,7,232,Potential Loyalists
C13196,11,752.6580851931637,228,1,4,2,7,142,Potential Loyalists
C13197,6,264.0478090634559,107,2,1,1,4,211,Lost
C13198,10,847.6673463048603,14,5,3,3,11,533,Loyal
C13199,13,1001.6843188551625,60,3,5,4,12,354,Loyal
C13200,9,1268.2185204440275,58,3,2,4,9,324,Promising
C13201,10,670.9827363026316,9,5,3,2,10,532,Loyal
C13202,12,1187.2606443616423,10,5,4,4,13,544,Champions
C13203,6,245.06401847353717,128,1,1,1,3,111,Lost
C13204,6,713.9527441035,137,1,1,2,4,112,Lost
C13205,11,1037.9169828484855,115,1,4,4,9,144,At Risk
C13206,11,848.0561024200517,77,2,4,3,9,243,At Risk
C13207,12,1039.3255079398282,16,5,4,4,13,544,Champions
C13208,9,1047.1734040286822,85,2,2,4,8,224,Potential Loyalists
C13209,11,973.0689930926287,48,3,4,3,10,343,Loyal
C13210,6,406.0963703740187,93,2,1,1,4,211,Lost
C13211,8,380.8794559087996,37,3,2,1,6,321,Potential Loyalists
C13212,17,969.3758800163346,12,5,5,3,13,553,Loyal
C13213,13,1290.1725579541123,63,3,5,5,13,355,Loyal
C13214,9,1173.31791500848,82,2,2,4,8,224,Potential Loyalists
C13215,9,1002.0276433707936,25,4,2,4,10,424,Potential Loyalists
C13216,10,801.8912617398458,4,5,3,3,11,533,Loyal
C13217,11,1651.1818242504978,27,4,4,5,13,445,Champions
C13218,12,719.4685055670393,1,5,4,2,11,542,Loyal
C13219,14,823.6132237579171,52,3,5,3,11,353,Loyal
C13220,10,497.6700113476963,208,1,3,1,5,131,Lost
C13221,14,851.5614439930662,151,1,5,3,9,153,At Risk
C13222,9,475.6054575114154,15,5,2,1,8,521,Potential Loyalists
C13223,12,1262.7171288435545,94,2,4,4,10,244,At Risk
C13224,12,635.4908384950493,1,5,4,2,11,542,Loyal
C13225,10,796.0344078816826,2,5,3,3,11,533,Loyal
C13226,5,329.3430321258975,143,1,1,1,3,111,Lost
C13227,15,1558.7630163480837,9,5,5,5,15,555,Champions
C13228,6,1020.8092176136639,27,4,1,4,9,414,Potential Loyalists
C13229,9,678.1396209962002,18,4,2,2,8,422,Potential Loyalists
C13230,8,686.37677234619,81,2,2,2,6,222,Lost
C13231,7,494.45488151666007,21,4,1,1,6,411,Potential Loyalists
C13232,13,1410.5825836288814,37,3,5,5,13,355,Loyal
C13233,13,1189.8304031650669,35,4,5,4,13,454,Champions
C13234,8,653.1852839378946,45,3,2,2,7,322,Potential Loyalists
C13235,9,628.0185999014549,176,1,3,2,6,132,Potential Loyalists
C13236,8,579.5227341708219,63,3,2,2,7,322,Potential Loyalists
C13237,8,366.28871112945706,16,5,2,1,8,521,Potential Loyalists
C13238,10,1016.336719674949,141,1,3,4,8,134,At Risk
C13239,11,812.3301286386885,12,5,4,3,12,543,Loyal
C13240,8,411.9765978597454,105,2,2,1,5,221,Lost
C13241,16,1257.4671005272937,77,2,5,4,11,254,At Risk
C13242,7,478.1923288321119,52,3,1,1,5,311,Lost
C13243,11,1256.7471697792555,38,3,4,4,11,344,Loyal
C13244,10,1221.2847638838373,60,3,3,4,10,334,Loyal
C13245,11,900.1025779225915,1,5,4,3,12,543,Loyal
C13246,11,1186.4200246337869,21,4,4,4,12,444,Champions
C13247,8,830.1635499884188,10,5,2,3,10,523,Potential Loyalists
C13248,12,1027.5895825347682,124,1,4,4,9,144,At Risk
C13249,12,817.5069057461396,86,2,4,3,9,243,At Risk
C13250,13,723.187068520857,181,1,5,2,8,152,Potential Loyalists
C13251,7,636.8379282626775,96,2,1,2,5,212,Lost
C13252,9,707.1856525024326,74,2,3,2,7,232,Potential Loyalists
C13253,12,762.4815175660594,29,4,4,2,10,442,Loyal
C13254,10,771.7786666082142,1,5,3,3,11,533,Loyal
C13255,9,753.3739320067726,43,3,3,2,8,332,Loyal
C13256,5,469.1407890603833,333,1,1,1,3,111,Lost
C13257,9,1148.5886523298636,83,2,3,4,9,234,At Risk
C13258,11,743.2763082678588,18,4,4,2,10,442,Loyal
C13259,8,608.8134749117421,19,4,2,2,8,422,Potential Loyalists
C13260,15,2062.1731521689135,79,2,5,5,12,255,At Risk
C13261,8,749.9869062097275,56,3,2,2,7,322,Potential Loyalists
C13262,11,752.2997072593166,56,3,4,2,9,342,Loyal
C13263,14,1064.334341804112,96,2,5,4,11,254,At Risk
C13264,9,1428.9498358818278,120,1,3,5,9,135,At Risk
C13265,11,921.653799539297,26,4,4,3,11,443,Loyal
C13266,12,785.4132692619761,104,2,4,3,9,243,At Risk
C13267,15,1281.74576464156,29,4,5,5,14,455,Champions
C13268,6,723.7331740181551,38,3,1,2,6,312,Potential Loyalists
C13269,5,425.57849144395124,52,3,1,1,5,311,Lost
C13270,15,1157.084821131381,55,3,5,4,12,354,Loyal
C13271,13,1261.3513507642438,39,3,5,4,12,354,Loyal
C13272,14,868.2415403235599,9,5,5,3,13,553,Loyal
C13273,6,225.18183517116327,115,1,1,1,3,111,Lost
C13274,8,510.56415560969305,116,1,2,1,4,121,Lost
C13275,12,1569.5356480747298,54,3,4,5,12,345,Loyal
C13276,5,149.86806591596488,142,1,1,1,3,111,Lost
C13277,10,930.2265099513431,15,5,3,3,11,533,Loyal
C13278,9,481.24674602259296,91,2,3,1,6,231,Potential Loyalists
C13279,9,1231.4830281612685,66,3,3,4,10,334,Loyal
C13280,16,1406.1409506241062,56,3,5,5,13,355,Loyal
C13281,12,1565.6273461909182,27,4,4,5,13,445,Champions
C13282,7,996.3997526241401,124,1,1,4,6,114,Potential Loyalists
C13283,9,460.891491482769,98,2,3,1,6,231,Potential Loyalists
C13284,8,488.46464795221937,173,1,2,1,4,121,Lost
C13285,12,1339.9687879454962,97,2,4,5,11,245,At Risk
C13286,12,1372.1077410830287,19,4,4,5,13,445,Champions
C13287,8,760.1488749881642,8,5,2,2,9,522,Potential Loyalists
C13288,14,1952.03597550349,64,3,5,5,13,355,Loyal
C13289,10,392.1148352041991,37,3,3,1,7,331,Loyal
C13290,10,1009.9370727235106,49,3,3,4,10,334,Loyal
C13291,7,305.73883729466945,40,3,1,1,5,311,Lost
C13292,13,1019.4183420557627,2,5,5,4,14,554,Champions
C13293,12,1288.5876792605752,72,2,4,5,11,245,At Risk
C13294,12,1517.8012966934382,5,5,4,5,14,545,Champions
C13295,11,770.538382644192,27,4,4,3,11,443,Loyal
C13296,10,862.6997218048992,264,1,3,3,7,133,At Risk
C13297,13,1019.1017529375615,4,5,5,4,14,554,Champions
C13298,9,361.9371640054825,56,3,3,1,7,331,Loyal
C13299,12,638.2672475735503,12,5,4,2,11,542,Loyal
C13300,9,634.5394482044093,84,2,3,2,7,232,Potential Loyalists
C13301,13,1506.473692948007,17,4,5,5,14,455,Champions
C13302,9,1314.4064332794626,68,2,3,5,10,235,At Risk
C13303,7,859.0303969809062,40,3,1,3,7,313,Promising
C13304,10,1044.9659484573724,27,4,3,4,11,434,Loyal
C13305,8,1187.1720359418568,39,3,2,4,9,324,Promising
C13306,11,942.2423521238347,290,1,4,3,8,143,At Risk
C13307,13,2354.050481338736,121,1,5,5,11,155,At Risk
C13308,15,1115.6101671913138,312,1,5,4,10,154,At Risk
C13309,11,1308.811959355968,75,2,4,5,11,245,At Risk
C13310,8,507.6972528721464,41,3,2,1,6,321,Potential Loyalists
C13311,8,482.08908250665087,45,3,2,1,6,321,Potential Loyalists
C13312,9,683.2542233663179,73,2,3,2,7,232,Potential Loyalists
C13313,10,928.9274214647401,16,5,3,3,11,533,Loyal
C13314,9,811.481931900641,52,3,3,3,9,333,Loyal
C13315,12,1554.6367090399465,80,2,4,5,11,245,At Risk
C13316,14,1673.6547400695902,22,4,5,5,14,455,Champions
C13317,10,465.836409105381,154,1,3,1,5,131,Lost
C13318,9,1022.4837147728223,46,3,3,4,10,334,Loyal
C13319,8,864.1225713374387,201,1,2,3,6,123,Potential Loyalists
C13320,10,940.8123766874841,86,2,3,3,8,233,At Risk
C13321,11,1407.2868649924003,160,1,4,5,10,145,At Risk
C13322,16,1442.1877763116236,278,1,5,5,11,155,At Risk
C13323,12,916.310212073526,91,2,4,3,9,243,At Risk
C13324,6,599.5146279861219,77,2,1,2,5,212,Lost
C13325,9,1340.9275533941777,30,4,3,5,12,435,Loyal
C13326,8,437.1294586448081,146,1,2,1,4,121,Lost
C13327,6,541.1432185983587,207,1,1,1,3,111,Lost
C13328,10,1083.0205399548133,44,3,3,4,10,334,Loyal
C13329,13,1190.4458483973408,43,3,5,4,12,354,Loyal
C13330,7,449.08884544154284,60,3,1,1,5,311,Lost
C13331,9,1264.7142607438345,18,4,3,4,11,434,Loyal
C13332,9,903.3973979677335,113,1,3,3,7,133,At Risk
C13333,11,1190.420620530588,2,5,4,4,13,544,Champions
C13334,13,1293.389408636574,17,4,5,5,14,455,Champions
C13335,8,939.8190092220901,23,4,2,3,9,423,Potential Loyalists
C13336,12,1109.5576397949287,12,5,4,4,13,544,Champions
C13337,9,800.9393886246544,97,2,3,3,8,233,At Risk
C13338,12,1248.0041197668445,97,2,4,4,10,244,At Risk
C13339,12,1073.7040100391491,71,2,4,4,10,244,At Risk
C13340,9,1007.849818985417,101,2,3,4,9,234,At Risk
C13341,16,1733.944722711621,29,4,5,5,14,455,Champions
C13342,11,797.255086920847,64,3,4,3,10,343,Loyal
C13343,9,753.9820314762605,113,1,3,2,6,132,Potential Loyalists
C13344,11,787.833028204777,15,5,4,3,12,543,Loyal
C13345,6,453.0193241618782,19,4,1,1,6,411,Potential Loyalists
C13346,8,762.9472536585758,113,1,2,2,5,122,Lost
C13347,9,600.0519216719333,2,5,3,2,10,532,Loyal
C13348,10,587.040031980474,89,2,3,2,7,232,Potential Loyalists
C13349,14,1471.1742514807959,137,1,5,5,11,155,At Risk
C13350,11,549.0740735118457,18,4,4,1,9,441,Loyal
C13351,12,1289.6487649274056,28,4,4,5,13,445,Champions
C13352,15,1368.470070499467,40,3,5,5,13,355,Loyal
C13353,13,1418.5131204513402,80,2,5,5,12,255,At Risk
C13354,4,252.86146389166328,123,1,1,1,3,111,Lost
C13355,7,1529.6650982712924,19,4,1,5,10,415,Potential Loyalists
C13356,18,1208.0571599411132,17,4,5,4,13,454,Champions
C13357,10,1027.679542608339,5,5,3,4,12,534,Loyal
C13358,8,531.1768821673064,209,1,2,1,4,121,Lost
C13359,13,976.762167918682,135,1,5,3,9,153,At Risk
C13360,8,477.21771074424976,65,3,2,1,6,321,Potential Loyalists
C13361,11,791.1569799649739,46,3,4,3,10,343,Loyal
C13362,13,1299.5246693973145,31,4,5,5,14,455,Champions
C13363,7,359.1594564406335,37,3,1,1,5,311,Lost
C13364,7,670.5119503968641,147,1,1,2,4,112,Lost
C13365,16,1697.9455450934647,37,3,5,5,13,355,Loyal
C13366,10,907.4063359476312,21,4,3,3,10,433,Loyal
C13367,8,1749.4547678799086,9,5,2,5,12,525,Potential Loyalists
C13368,12,635.8626078133661,50,3,4,2,9,342,Loyal
C13369,7,301.6222940122339,230,1,1,1,3,111,Lost
C13370,10,1094.1269966166806,23,4,3,4,11,434,Loyal
C13371,11,1039.330128829433,59,3,4,4,11,344,Loyal
C13372,15,1611.3350017593505,16,5,5,5,15,555,Champions
C13373,15,935.4613772837281,104,2,5,3,10,253,At Risk
C13374,14,1110.6284804935424,67,2,5,4,11,254,At Risk
C13375,11,697.8209753441076,104,2,4,2,8,242,Potential Loyalists
C13376,16,1367.9101493930443,6,5,5,5,15,555,Champions
C13377,4,230.30492793582954,90,2,1,1,4,211,Lost
C13378,12,775.7527804358997,18,4,4,3,11,443,Loyal
C13379,14,1870.8355949715785,29,4,5,5,14,455,Champions
C13380,11,740.6822950717687,175,1,4,2,7,142,Potential Loyalists
C13381,12,526.8613592463294,173,1,4,1,6,141,Potential Loyalists
C13382,9,412.0477059341122,1,5,3,1,9,531,Loyal
C13383,11,1085.1362760887187,27,4,4,4,12,444,Champions
C13384,11,764.4100195203562,21,4,4,2,10,442,Loyal
C13385,8,409.0608090672573,23,4,2,1,7,421,Potential Loyalists
C13386,11,1696.18186605415,38,3,4,5,12,345,Loyal
C13387,9,711.3967668345861,29,4,3,2,9,432,Loyal
C13388,10,626.5085005789737,63,3,3,2,8,332,Loyal
C13389,8,957.4689255868657,123,1,2,3,6,123,Potential Loyalists
C13390,10,1669.2570803222056,22,4,3,5,12,435,Loyal
C13391,9,1102.0844761481353,130,1,3,4,8,134,At Risk
C13392,15,1138.90187436901,55,3,5,4,12,354,Loyal
C13393,8,1243.3313216045492,11,5,2,4,11,524,Potential Loyalists
C13394,10,684.431808251675,31,4,3,2,9,432,Loyal
C13395,16,1672.2125195591364,22,4,5,5,14,455,Champions
C13396,7,615.0401974756327,99,2,1,2,5,212,Lost
C13397,10,746.1473926616903,48,3,3,2,8,332,Loyal
C13398,10,963.2695744935992,5,5,3,3,11,533,Loyal
C13399,8,479.8048411679084,80,2,2,1,5,221,Lost
C13400,8,466.54929756975633,81,2,2,1,5,221,Lost
C13401,15,915.1541942448034,58,3,5,3,11,353,Loyal
C13402,9,673.710505512872,64,3,3,2,8,332,Loyal
C13403,6,1217.9203752625717,42,3,1,4,8,314,Promising
C13404,10,1126.6806120094595,234,1,3,4,8,134,At Risk
C13405,9,958.6571839302802,23,4,3,3,10,433,Loyal
C13406,8,875.0844984090145,217,1,2,3,6,123,Potential Loyalists
C13407,10,1028.0349467912524,46,3,3,4,10,334,Loyal
C13408,14,2162.4500047086376,21,4,5,5,14,455,Champions
C13409,12,1626.3899965552887,16,5,4,5,14,545,Champions
C13410,8,493.59896472162916,155,1,2,1,4,121,Lost
C13411,11,1329.489752211409,13,5,4,5,14,545,Champions
C13412,9,898.8101494063229,120,1,3,3,7,133,At Risk
C13413,13,654.1702688120073,28,4,5,2,11,452,Loyal
C13414,16,1280.539829810259,45,3,5,5,13,355,Loyal
C13415,10,775.9238175413832,42,3,3,3,9,333,Loyal
C13416,11,1158.5740650592843,123,1,4,4,9,144,At Risk
C13417,14,844.2621499926634,106,2,5,3,10,253,At Risk
C13418,13,1165.3424756390389,108,2,5,4,11,254,At Risk
C13419,6,423.70014069192007,45,3,1,1,5,311,Lost
C13420,15,1848.7731015429483,48,3,5,5,13,355,Loyal
C13421,10,1546.9915334673185,29,4,3,5,12,435,Loyal
C13422,18,1554.897582397031,20,4,5,5,14,455,Champions
C13423,14,1224.4964013508784,63,3,5,4,12,354,Loyal
C13424,12,1120.6902256095186,17,4,4,4,12,444,Champions
C13425,8,882.6977396475464,103,2,2,3,7,223,Potential Loyalists
C13426,11,1156.8869851038169,33,4,4,4,12,444,Champions
C13427,7,242.365140992352,2,5,1,1,7,511,Potential Loyalists
C13428,11,426.6542793790365,62,3,4,1,8,341,Loyal
C13429,15,1958.2158249912422,44,3,5,5,13,355,Loyal
C13430,8,538.6935097138582,24,4,2,1,7,421,Potential Loyalists
C13431,12,1030.4805308536486,3,5,4,4,13,544,Champions
C13432,11,738.3893312877208,81,2,4,2,8,242,Potential Loyalists
C13433,12,1207.0710009547315,66,3,4,4,11,344,Loyal
C13434,12,1215.3523496324358,1,5,4,4,13,544,Champions
C13435,8,891.6934913830198,99,2,2,3,7,223,Potential Loyalists
C13436,15,1748.3690327331133,19,4,5,5,14,455,Champions
C13437,10,1317.9787939281905,177,1,3,5,9,135,At Risk
C13438,14,1086.662978700043,17,4,5,4,13,454,Champions
C13439,10,652.3203938018235,84,2,3,2,7,232,Potential Loyalists
C13440,10,639.3506768232012,54,3,3,2,8,332,Loyal
C13441,12,1287.8967109342086,156,1,4,5,10,145,At Risk
C13442,9,663.6635034239978,12,5,3,2,10,532,Loyal
C13443,11,923.8165773825411,64,3,4,3,10,343,Loyal
C13444,17,1193.4829870860824,104,2,5,4,11,254,At Risk
C13445,13,1092.0174656171544,17,4,5,4,13,454,Champions
C13446,10,810.8113636370914,151,1,3,3,7,133,At Risk
C13447,12,887.1561628580544,16,5,4,3,12,543,Loyal
C13448,13,1366.0964081258176,25,4,5,5,14,455,Champions
C13449,13,1389.4402210813864,38,3,5,5,13,355,Loyal
C13450,13,1069.8954984985453,47,3,5,4,12,354,Loyal
C13451,6,259.96029778624916,5,5,1,1,7,511,Potential Loyalists
C13452,12,705.9300587167533,15,5,4,2,11,542,Loyal
C13453,12,1259.5758177239227,47,3,4,4,11,344,Loyal
C13454,9,631.5470476034849,72,2,3,2,7,232,Potential Loyalists
C13455,11,1174.6083511950137,169,1,4,4,9,144,At Risk
C13456,12,1082.229146600527,12,5,4,4,13,544,Champions
C13457,9,1063.8773000707315,69,2,3,4,9,234,At Risk
C13458,8,630.4123248812377,47,3,2,2,7,322,Potential Loyalists
C13459,18,1039.0572807882847,79,2,5,4,11,254,At Risk
C13460,8,369.64377148500273,3,5,2,1,8,521,Potential Loyalists
C13461,13,1122.2976988482055,32,4,5,4,13,454,Champions
C13462,7,658.7537031344463,187,1,1,2,4,112,Lost
C13463,11,984.8944804990483,63,3,4,3,10,343,Loyal
C13464,9,492.4478111779147,97,2,3,1,6,231,Potential Loyalists
C13465,10,839.2106316213836,141,1,3,3,7,133,At Risk
C13466,8,365.27535794763025,201,1,2,1,4,121,Lost
C13467,7,955.2966437975359,153,1,1,3,5,113,Lost
C13468,7,707.3552507209483,134,1,1,2,4,112,Lost
C13469,7,659.8269414275647,92,2,1,2,5,212,Lost
C13470,12,1515.6344007030837,30,4,4,5,13,445,Champions
C13471,10,730.2155282080673,61,3,3,2,8,332,Loyal
C13472,8,300.6243313304038,29,4,2,1,7,421,Potential Loyalists
C13473,9,1070.8104984069566,53,3,3,4,10,334,Loyal
C13474,9,380.1020813071609,3,5,3,1,9,531,Loyal
C13475,11,680.0470829630862,108,2,4,2,8,242,Potential Loyalists
C13476,11,1154.4557832876126,32,4,4,4,12,444,Champions
C13477,7,819.9764160981632,22,4,1,3,8,413,Potential Loyalists
C13478,10,564.6750028254938,70,2,3,2,7,232,Potential Loyalists
C13479,10,1257.986343329923,6,5,3,4,12,534,Loyal
C13480,9,286.1362924688641,40,3,3,1,7,331,Loyal
C13481,11,792.1639097231507,101,2,4,3,9,243,At Risk
C13482,6,412.83501720150565,134,1,1,1,3,111,Lost
C13483,16,1238.6774103161008,161,1,5,4,10,154,At Risk
C13484,10,679.4930302878851,64,3,3,2,8,332,Loyal
C13485,8,746.3218697366868,37,3,2,2,7,322,Potential Loyalists
C13486,7,761.6124115291349,13,5,1,2,8,512,Potential Loyalists
C13487,12,565.769155653121,73,2,4,2,8,242,Potential Loyalists
C13488,10,625.6075614949715,17,4,3,2,9,432,Loyal
C13489,9,956.9032478200704,1,5,3,3,11,533,Loyal
C13490,9,363.18324529750674,20,4,3,1,8,431,Loyal
C13491,9,1038.9692335927627,117,1,3,4,8,134,At Risk
C13492,13,786.5024824990242,15,5,5,3,13,553,Loyal
C13493,15,1173.2724855914157,3,5,5,4,14,554,Champions
C13494,11,1320.380058155252,18,4,4,5,13,445,Champions
C13495,10,803.3902213364682,17,4,3,3,10,433,Loyal
C13496,11,1143.766025266731,55,3,4,4,11,344,Loyal
C13497,8,927.7601341816987,21,4,2,3,9,423,Potential Loyalists
C13498,10,641.7630652407069,117,1,3,2,6,132,Potential Loyalists
C13499,9,458.99109847162987,96,2,3,1,6,231,Potential Loyalists
C13500,11,811.110655342192,16,5,4,3,12,543,Loyal
C13501,7,1135.204670856794,116,1,1,4,6,114,Potential Loyalists
C13502,8,1306.7805120782873,56,3,2,5,10,325,Promising
C13503,13,1399.4614972892962,30,4,5,5,14,455,Champions
C13504,10,942.2209909285052,25,4,3,3,10,433,Loyal
C13505,8,761.9546573561967,174,1,2,2,5,122,Lost
C13506,10,792.7748349321815,2,5,3,3,11,533,Loyal
C13507,9,931.2770380815161,84,2,3,3,8,233,At Risk
C13508,11,1064.9577238717095,15,5,4,4,13,544,Champions
C13509,12,1109.8399150008702,39,3,4,4,11,344,Loyal
C13510,9,819.3427769909682,5,5,3,3,11,533,Loyal
C13511,13,1379.432908174895,23,4,5,5,14,455,Champions
C13512,9,761.6168491524635,14,5,3,2,10,532,Loyal
C13513,8,335.509291153015,47,3,2,1,6,321,Potential Loyalists
C13514,9,848.7778608409058,109,2,3,3,8,233,At Risk
C13515,8,910.867523235646,58,3,2,3,8,323,Promising
C13516,8,400.9076451341614,159,1,2,1,4,121,Lost
C13517,10,561.0404046925313,84,2,3,2,7,232,Potential Loyalists
C13518,13,1554.518866155167,37,3,5,5,13,355,Loyal
C13519,12,837.4391011004581,104,2,4,3,9,243,At Risk
C13520,11,1110.561647188102,65,3,4,4,11,344,Loyal
C13521,11,475.31912625842153,32,4,4,1,9,441,Loyal
C13522,8,513.3169951855214,6,5,2,1,8,521,Potential Loyalists
C13523,9,1082.743828920271,152,1,3,4,8,134,At Risk
C13524,9,1008.6428568771775,37,3,3,4,10,334,Loyal
C13525,12,1162.1044069718769,29,4,4,4,12,444,Champions
C13526,9,1093.5539637497163,99,2,3,4,9,234,At Risk
C13527,11,1256.7894814937538,32,4,4,4,12,444,Champions
C13528,9,1193.9899355432367,230,1,3,4,8,134,At Risk
C13529,8,1104.1081454335638,14,5,2,4,11,524,Potential Loyalists
C13530,14,1577.2023105249118,2,5,5,5,15,555,Champions
C13531,8,362.19554512080003,46,3,2,1,6,321,Potential Loyalists
C13532,11,695.7201661195127,68,2,4,2,8,242,Potential Loyalists
C13533,9,750.2616473515963,51,3,3,2,8,332,Loyal
C13534,7,398.88900895583504,52,3,1,1,5,311,Lost
C13535,15,2243.8606778957505,22,4,5,5,14,455,Champions
C13536,6,569.3203112270436,96,2,1,2,5,212,Lost
C13537,8,1104.78112113529,339,1,2,4,7,124,Potential Loyalists
C13538,12,546.8752145311611,1,5,4,1,10,541,Loyal
C13539,6,955.1424241385309,17,4,1,3,8,413,Potential Loyalists
C13540,9,1525.8671622033432,267,1,3,5,9,135,At Risk
C13541,10,736.8847796198436,77,2,3,2,7,232,Potential Loyalists
C13542,9,530.4411155502096,11,5,3,1,9,531,Loyal
C13543,9,566.8802822820277,40,3,3,2,8,332,Loyal
C13544,8,842.511794266916,38,3,2,3,8,323,Promising
C13545,11,923.4713067330417,23,4,4,3,11,443,Loyal
C13546,13,376.9049711246393,31,4,5,1,10,451,Loyal
C13547,11,763.796219103566,7,5,4,2,11,542,Loyal
C13548,14,764.8238472447563,144,1,5,2,8,152,Potential Loyalists
C13549,8,704.028777166361,44,3,2,2,7,322,Potential Loyalists
C13550,8,1212.819229037213,28,4,2,4,10,424,Potential Loyalists
C13551,14,883.9943967035827,48,3,5,3,11,353,Loyal
C13552,10,1405.589873792657,78,2,3,5,10,235,At Risk
C13553,17,1525.8215020061639,11,5,5,5,15,555,Champions
C13554,20,1654.6393436222208,54,3,5,5,13,355,Loyal
C13555,6,387.2908846245132,387,1,1,1,3,111,Lost
C13556,11,1350.6331429927181,11,5,4,5,14,545,Champions
C13557,14,1309.895880690611,21,4,5,5,14,455,Champions
C13558,9,1043.7615362380743,33,4,3,4,11,434,Loyal
C13559,9,756.5791857845213,45,3,3,2,8,332,Loyal
C13560,9,718.3026692798669,39,3,3,2,8,332,Loyal
C13561,10,1854.9528616447315,33,4,3,5,12,435,Loyal
C13562,11,1107.116943234495,7,5,4,4,13,544,Champions
C13563,10,539.931383626673,34,4,3,1,8,431,Loyal
C13564,13,1796.119223278502,75,2,5,5,12,255,At Risk
C13565,3,603.8346158281549,171,1,1,2,4,112,Lost
C13566,11,1400.1826736600235,67,2,4,5,11,245,At Risk
C13567,6,632.342279164272,206,1,1,2,4,112,Lost
C13568,10,828.8826184651414,73,2,3,3,8,233,At Risk
C13569,9,860.5725052223686,77,2,3,3,8,233,At Risk
C13570,16,1637.904440098216,67,2,5,5,12,255,At Risk
C13571,11,1349.1600404026776,13,5,4,5,14,545,Champions
C13572,17,2143.258168259509,16,5,5,5,15,555,Champions
C13573,11,1162.5573609371884,34,4,4,4,12,444,Champions
C13574,10,1288.4394303429797,176,1,3,5,9,135,At Risk
C13575,9,740.0568505042023,53,3,3,2,8,332,Loyal
C13576,8,592.675927685944,35,4,2,2,8,422,Potential Loyalists
C13577,12,932.108418237957,39,3,4,3,10,343,Loyal
C13578,13,1599.9205903525567,38,3,5,5,13,355,Loyal
C13579,10,1264.7169701665266,121,1,3,4,8,134,At Risk
C13580,6,335.83960439437624,114,1,1,1,3,111,Lost
C13581,14,916.2899106744501,8,5,5,3,13,553,Loyal
C13582,7,427.7819463205225,34,4,1,1,6,411,Potential Loyalists
C13583,14,1057.5985144385174,8,5,5,4,14,554,Champions
